EP001	EP002	EP003	EP004	EP005	EP006	EP007	EP008	EP009	EP010	EP011	EP012	EP013	EP014	EP015	EP016	EP017	EP018	EP019	EP020	EP021	EP022	EP023	EP024	EP025	EP026	EP027	EP028	EP029	EP030	EP031	EP032	EP033	EP034	EP035	EP036	EP037	EP038	EP039	EP040	EP041	EP042	EP043	EP044	EP045	EP046	EP047	EP048	EP049	EP050	EP051	EP052	EP053	EP054	EP055	EP056	EP057	EP058	EP059	EP060	EP061	EP062	EP063	EP064	EP065	EP066	EP067	EP068	EP069	EP070	EP071	EP072	EP073	EP074	EP075	EP076	EP077	EP078	EP079	EP080	EP081	EP082	EP083	EP084	EP085	EP086	EP087	EP088	EP089	EP090	EP091	EP092	EP093	EP094	EP095	EP096	EP097	EP098	EP099	EP100	EP101	EP102	EP103	EP104
cg08960045	0.78993	0.63317	0.84797	0.83375	0.80355	0.76499	0.82924	0.82495	0.8321	0.83299	0.82451	0.8158	0.81088	0.54118	0.81312	0.82696	0.67334	0.77831	0.52119	0.07554	0.81567	0.8267	0.75926	0.08201	0.82718	0.82695	0.82229	0.07691	0.78888	0.82196	0.67122	0.08072	0.75516	0.79182	0.83688	0.83715	0.08099	0.80646	0.51269	0.80345	0.82762	0.82209	0.08346	0.07736	0.47448	0.8139	0.81788	0.80619	0.85772	0.81261	0.77526	0.07528	0.8198	0.08061	0.78776	0.7925	0.82702	0.0865	0.83689	0.76637	0.0733	0.69497	0.71523	0.08226	0.07405	0.77439	0.8162	0.74014	0.08301	0.14643	0.79934	0.7597	0.73539	0.08434	0.07579	0.80785	0.7455	0.83614	0.81996	0.83835	0.09227	0.76218	0.76903	0.81932	0.75701	0.84185	0.57224	0.84372	0.76015	0.81007	0.78547	0.8278	0.41769	0.79564	0.82461	0.77809	0.81101	0.79529	0.7952	0.80621	0.80132	0.07512	0.09659	0.82268
cg26557308	0.34245	0.27608	0.2939	0.35479	0.22649	0.77022	0.24509	0.27507	0.24866	0.64343	0.36828	0.23966	0.63519	0.7794	0.35506	0.6433	0.29582	0.61219	0.6907	0.73312	0.74597	0.29681	0.51073	0.2381	0.64465	0.81499	0.70233	0.30339	0.27188	0.69226	0.26837	0.72109	0.68739	0.64484	0.7703	0.62482	0.19299	0.20286	0.29905	0.50876	0.67585	0.70796	0.4376	0.19373	0.74142	0.29758	0.74295	0.25464	0.23361	0.76161	0.74204	0.59322	0.74579	0.69305	0.62906	0.7584	0.47255	0.34859	0.75216	0.25006	0.58136	0.45483	0.57307	0.69405	0.24086	0.75046	0.71796	0.49684	0.71632	0.66669	0.66691	0.24356	0.62006	0.63775	0.54839	0.57422	0.51282	0.21774	0.60579	0.67935	0.46674	0.37066	0.71758	0.65445	0.63036	0.64757	0.39422	0.76033	0.77994	0.68169	0.61792	0.72826	0.27034	0.42391	0.23614	0.51239	0.1533	0.7675	0.6526	0.68225	0.57461	0.69587	0.23901	0.70478
cg01871025	0.7298	0.5311	0.76334	0.8356	0.82365	0.75991	0.40073	0.79573	0.86521	0.37104	0.32922	0.83887	0.82468	0.46745	0.7213	0.85549	0.78398	0.35467	0.38968	0.82065	0.76897	0.85114	0.38492	0.29881	0.82331	0.8485	0.82931	0.37194	0.80918	0.77645	0.65661	0.57188	0.66297	0.31577	0.39177	0.8008	0.77116	0.78339	0.48992	0.85221	0.28121	0.35326	0.84842	0.82883	0.36277	0.76676	0.82371	0.82036	0.84299	0.37353	0.38008	0.76241	0.75206	0.63426	0.83022	0.83103	0.85569	0.37224	0.36281	0.41474	0.38461	0.75623	0.85272	0.8472	0.41452	0.3825	0.81488	0.35674	0.82057	0.81612	0.84028	0.78036	0.85504	0.71011	0.38722	0.85047	0.84953	0.84746	0.827	0.36648	0.77842	0.37194	0.79915	0.78063	0.33158	0.83239	0.60254	0.83631	0.77737	0.81418	0.8377	0.38829	0.33397	0.3519	0.35281	0.37306	0.56616	0.81219	0.83091	0.79833	0.40276	0.35813	0.76178	0.81043
cg13484245	0.18775	0.11894	0.12589	0.10584	0.16566	0.25193	0.33851	0.31889	0.57545	0.51881	0.4099	0.60912	0.13933	0.1341	0.18974	0.49533	0.6009	0.11959	0.68691	0.5711	0.65026	0.11627	0.17457	0.6242	0.101	0.11049	0.56758	0.10413	0.14235	0.12485	0.65382	0.59567	0.37312	0.54246	0.10596	0.10776	0.1705	0.15066	0.15106	0.13363	0.24752	0.17045	0.4707	0.1376	0.10364	0.12185	0.13108	0.13837	0.10762	0.10519	0.18331	0.57348	0.68853	0.09298	0.15212	0.55667	0.14368	0.13403	0.51783	0.10125	0.21438	0.11108	0.54753	0.57104	0.59344	0.65055	0.18088	0.36623	0.08973	0.22283	0.14772	0.6422	0.10444	0.12733	0.28221	0.25294	0.10392	0.6131	0.15391	0.36184	0.14275	0.58822	0.10513	0.10417	0.2503	0.17138	0.29759	0.56634	0.14166	0.11925	0.13667	0.11981	0.64828	0.25223	0.12679	0.45921	0.63563	0.28661	0.52345	0.5549	0.11778	0.1753	0.58832	0.20004
cg10950266	0.2054	0.05425	0.06147	0.06032	0.06421	0.10894	0.10469	0.37548	0.48148	0.50317	0.05848	0.69019	0.06557	0.05415	0.07223	0.54237	0.63176	0.07649	0.65491	0.62657	0.64246	0.07059	0.06466	0.65048	0.0721	0.05931	0.63039	0.06117	0.05408	0.06359	0.60767	0.62705	0.33221	0.59127	0.07071	0.05831	0.06136	0.08481	0.06354	0.07344	0.07004	0.06682	0.51393	0.07256	0.0613	0.05628	0.05772	0.10004	0.06922	0.0644	0.07218	0.47276	0.65124	0.0662	0.08404	0.2119	0.07453	0.06605	0.45486	0.06916	0.07235	0.06603	0.5904	0.59989	0.61162	0.20441	0.08355	0.44589	0.0585	0.14072	0.09197	0.65366	0.056	0.06288	0.31051	0.06976	0.06709	0.67407	0.06759	0.36703	0.06526	0.57649	0.06616	0.05792	0.15427	0.07034	0.06898	0.63809	0.06431	0.06206	0.06821	0.07397	0.68549	0.38084	0.0657	0.46622	0.42058	0.10768	0.5653	0.60915	0.06499	0.06843	0.45801	0.06444
cg15450986	0.26792	0.10506	0.08784	0.08645	0.09352	0.12507	0.18833	0.33695	0.49083	0.49454	0.17833	0.60805	0.08535	0.11674	0.12994	0.47546	0.55014	0.12559	0.59266	0.58044	0.57642	0.09149	0.08593	0.57683	0.09413	0.10388	0.54504	0.09269	0.10095	0.09688	0.58812	0.56225	0.33895	0.5055	0.08889	0.08567	0.11351	0.12691	0.11806	0.08956	0.12151	0.08762	0.47257	0.08917	0.09038	0.08387	0.09239	0.12334	0.084	0.11378	0.1154	0.36777	0.59408	0.09718	0.11195	0.33021	0.1117	0.09367	0.47406	0.09084	0.0803	0.09497	0.52643	0.57725	0.57676	0.28625	0.10434	0.37282	0.09598	0.16935	0.13583	0.56189	0.07622	0.09067	0.2857	0.08785	0.09979	0.61286	0.10242	0.32307	0.09911	0.52419	0.10399	0.09665	0.20367	0.08874	0.10062	0.5972	0.09689	0.10462	0.15983	0.095	0.60537	0.2819	0.09393	0.36924	0.38103	0.21229	0.46903	0.5376	0.08874	0.10598	0.53389	0.1415
cg08460331	0.39695	0.16773	0.16128	0.18589	0.27136	0.35026	0.57149	0.3526	0.63013	0.57533	0.5295	0.70671	0.20446	0.18059	0.26461	0.57055	0.6647	0.19967	0.74012	0.63928	0.68509	0.17222	0.19315	0.66687	0.19231	0.15078	0.63903	0.18956	0.1632	0.1662	0.69574	0.63343	0.4166	0.58697	0.19578	0.16834	0.17495	0.17142	0.20098	0.23404	0.28382	0.19065	0.51919	0.16838	0.15473	0.20292	0.16873	0.20157	0.14544	0.17148	0.20294	0.59623	0.69359	0.1867	0.20897	0.67266	0.19957	0.1637	0.53553	0.17436	0.30091	0.19992	0.57391	0.65884	0.68286	0.73398	0.20919	0.39711	0.14565	0.25211	0.16479	0.67924	0.14892	0.21734	0.31009	0.3621	0.20187	0.66253	0.16471	0.39192	0.1591	0.63451	0.15106	0.16607	0.25573	0.25479	0.20558	0.66685	0.23202	0.19943	0.21341	0.20208	0.71167	0.30968	0.2	0.49006	0.71063	0.3476	0.54794	0.63963	0.17607	0.2033	0.61948	0.25382
cg24818939	0.17285	0.24947	0.62038	0.59996	0.58744	0.62784	0.6394	0.63462	0.62669	0.54848	0.73291	0.65879	0.49968	0.12972	0.47091	0.52621	0.63593	0.532	0.7117	0.68146	0.61371	0.64747	0.5226	0.08708	0.57034	0.21143	0.07585	0.62093	0.09199	0.61051	0.73814	0.58673	0.55889	0.56096	0.52343	0.56585	0.53204	0.57451	0.0783	0.19478	0.13258	0.09067	0.524	0.43901	0.08686	0.61972	0.44243	0.45847	0.36537	0.50898	0.30652	0.56948	0.07941	0.29045	0.54885	0.70226	0.39954	0.33769	0.56753	0.62427	0.56185	0.16504	0.55285	0.55149	0.52586	0.20611	0.63555	0.48943	0.67207	0.23546	0.52612	0.63393	0.57301	0.08838	0.3104	0.46933	0.40794	0.64612	0.16072	0.59738	0.32894	0.62785	0.09973	0.36504	0.11759	0.0859	0.59317	0.08099	0.70359	0.59563	0.07526	0.64186	0.63876	0.342	0.66321	0.10256	0.25187	0.54635	0.56005	0.60619	0.47025	0.65266	0.62273	0.10506
cg15579650	0.13311	0.27591	0.63468	0.60047	0.60638	0.65503	0.65461	0.62523	0.66088	0.55216	0.71849	0.66835	0.52219	0.23568	0.45845	0.54135	0.61107	0.52948	0.71329	0.70235	0.59606	0.64026	0.51004	0.08293	0.59293	0.21212	0.0594	0.62619	0.07221	0.62993	0.73849	0.59985	0.56606	0.56432	0.53043	0.58882	0.56521	0.59904	0.06031	0.18313	0.13811	0.07333	0.53452	0.46009	0.05813	0.62578	0.46884	0.48116	0.38172	0.53701	0.3012	0.6092	0.05689	0.30772	0.60476	0.70663	0.40143	0.30911	0.58051	0.62621	0.58099	0.17191	0.59269	0.55963	0.5456	0.18178	0.63404	0.49754	0.65546	0.24821	0.5692	0.64323	0.57291	0.0815	0.36694	0.47632	0.42607	0.66006	0.15643	0.60658	0.31955	0.61318	0.07494	0.43137	0.12898	0.07509	0.55646	0.06546	0.71166	0.58001	0.06802	0.63161	0.65855	0.37451	0.66214	0.07762	0.27756	0.59592	0.57595	0.63265	0.46948	0.64007	0.63231	0.14784
cg20207108	0.08128	0.12395	0.70287	0.653	0.68322	0.69497	0.6236	0.69087	0.59954	0.6254	0.69623	0.71484	0.47364	0.06308	0.37975	0.5925	0.67367	0.54605	0.74825	0.71712	0.6723	0.69558	0.62916	0.06227	0.67016	0.1008	0.34766	0.63404	0.06072	0.68598	0.72033	0.59829	0.6575	0.54815	0.58121	0.6356	0.207	0.6378	0.06737	0.11335	0.08359	0.06005	0.43242	0.4372	0.06167	0.68409	0.2872	0.44303	0.34761	0.49516	0.13999	0.5541	0.21153	0.28248	0.58938	0.66156	0.33531	0.26008	0.57519	0.69811	0.65134	0.06447	0.64382	0.57244	0.55551	0.09094	0.69643	0.55668	0.70577	0.25109	0.31943	0.70428	0.62141	0.44104	0.42618	0.4113	0.36535	0.73093	0.13945	0.65489	0.0914	0.65486	0.06091	0.36515	0.07669	0.07045	0.49156	0.49317	0.75705	0.55499	0.06017	0.68812	0.6727	0.46452	0.66798	0.05992	0.1244	0.33432	0.35958	0.60247	0.53006	0.60246	0.62752	0.06395
cg04039555	0.15492	0.45997	0.67641	0.39195	0.35839	0.75957	0.41646	0.7703	0.1539	0.69486	0.82241	0.78274	0.18063	0.12927	0.53493	0.70562	0.76136	0.15217	0.6775	0.77804	0.12991	0.78137	0.49415	0.10348	0.47694	0.12346	0.75398	0.16968	0.09173	0.18951	0.76884	0.22343	0.66325	0.40965	0.67158	0.13486	0.12587	0.14497	0.11835	0.25544	0.11741	0.16278	0.145	0.6895	0.10815	0.18215	0.42708	0.25197	0.16933	0.38096	0.46712	0.14327	0.67212	0.15026	0.7137	0.1845	0.14788	0.42621	0.52436	0.75765	0.17739	0.12634	0.71431	0.76211	0.67471	0.41923	0.75121	0.6159	0.38754	0.12576	0.24953	0.77587	0.13529	0.64824	0.62929	0.16809	0.42195	0.59983	0.16308	0.61077	0.12897	0.17703	0.13371	0.77449	0.20198	0.09834	0.23111	0.78938	0.82952	0.50846	0.09375	0.73675	0.39693	0.51129	0.1789	0.10943	0.56064	0.12926	0.14039	0.60931	0.29165	0.53153	0.17435	0.1077
cg06302025	0.07305	0.14379	0.61633	0.51786	0.50833	0.66972	0.54567	0.70593	0.43041	0.62778	0.74785	0.72551	0.34193	0.07493	0.31503	0.65863	0.68966	0.40629	0.60354	0.73287	0.53765	0.71626	0.57614	0.06901	0.55931	0.08451	0.53023	0.4558	0.06516	0.52489	0.71453	0.48871	0.63657	0.43692	0.55018	0.48575	0.15733	0.47195	0.07336	0.12222	0.07984	0.0801	0.31038	0.5014	0.0616	0.50934	0.27272	0.25967	0.28517	0.36162	0.20919	0.3741	0.38959	0.19857	0.5559	0.43672	0.21705	0.26284	0.48779	0.70281	0.54533	0.07387	0.64264	0.63194	0.57679	0.12907	0.69625	0.55358	0.55426	0.18016	0.23534	0.72841	0.47405	0.54671	0.50453	0.30516	0.36587	0.59658	0.12209	0.55945	0.07656	0.54032	0.07704	0.54832	0.10635	0.07136	0.39779	0.70037	0.77557	0.47806	0.06139	0.65585	0.50214	0.46955	0.47869	0.07479	0.17199	0.2088	0.2227	0.54518	0.44616	0.36862	0.43382	0.06766
cg18470455	0.14794	0.51526	0.4572	0.25373	0.15472	0.66531	0.51314	0.56949	0.20596	0.47888	0.73319	0.63967	0.16431	0.26674	0.26513	0.45349	0.61461	0.11433	0.71653	0.68419	0.10256	0.61899	0.45409	0.10564	0.26576	0.10882	0.57343	0.13657	0.11004	0.16853	0.66524	0.31574	0.52414	0.20877	0.48687	0.15209	0.10855	0.15272	0.13773	0.22284	0.10977	0.47824	0.17595	0.47424	0.19056	0.11999	0.55815	0.28655	0.12753	0.19522	0.43435	0.14475	0.63291	0.13154	0.48631	0.27676	0.11596	0.23934	0.3022	0.62141	0.10919	0.15145	0.49049	0.59404	0.4681	0.65753	0.61543	0.38643	0.32244	0.1208	0.12736	0.61233	0.08306	0.3841	0.35647	0.15532	0.21988	0.44063	0.15577	0.40963	0.17385	0.12441	0.10853	0.61038	0.19322	0.1679	0.5604	0.63741	0.72472	0.49152	0.10518	0.57991	0.62762	0.20362	0.18833	0.12828	0.6496	0.09853	0.09414	0.27224	0.21945	0.59032	0.20852	0.10143
cg27256435	0.40636	0.6403	0.56943	0.50577	0.29764	0.63201	0.1115	0.58272	0.6075	0.51115	0.11811	0.62627	0.48965	0.1143	0.31306	0.50807	0.58703	0.49045	0.10709	0.57378	0.13129	0.33528	0.139	0.30608	0.18371	0.21782	0.09879	0.35053	0.10046	0.59236	0.11884	0.30918	0.57173	0.14476	0.62318	0.10094	0.09074	0.58229	0.10839	0.13628	0.1149	0.40874	0.11705	0.30939	0.65499	0.56977	0.66705	0.11127	0.16663	0.16633	0.59012	0.20854	0.20814	0.54525	0.50528	0.18914	0.29279	0.43791	0.39994	0.59536	0.2613	0.10886	0.52465	0.14107	0.16327	0.37831	0.57888	0.34381	0.46721	0.17078	0.15649	0.59973	0.1037	0.46041	0.42983	0.44473	0.20146	0.60963	0.12852	0.26642	0.10653	0.56731	0.13564	0.19087	0.33193	0.10727	0.12049	0.59519	0.64558	0.22757	0.12741	0.10897	0.61657	0.11398	0.10564	0.36212	0.10782	0.6337	0.15022	0.50644	0.27127	0.27918	0.56255	0.12766
cg03885028	0.88207	0.88073	0.85639	0.85252	0.10212	0.88938	0.11221	0.85237	0.86783	0.83173	0.14009	0.83728	0.88152	0.10943	0.09263	0.87002	0.86589	0.88352	0.09408	0.86215	0.84739	0.86943	0.87547	0.87027	0.8402	0.88286	0.86258	0.86869	0.88236	0.85757	0.86947	0.87071	0.87099	0.86572	0.87443	0.86465	0.87266	0.86286	0.11149	0.85989	0.84492	0.86871	0.87854	0.87938	0.87188	0.88597	0.86866	0.88124	0.87216	0.87933	0.87552	0.88614	0.86743	0.87178	0.86904	0.87967	0.87684	0.09641	0.83515	0.86366	0.86876	0.11472	0.0927	0.86057	0.87186	0.89343	0.20368	0.87222	0.86643	0.85797	0.88227	0.86529	0.87039	0.85988	0.86578	0.86342	0.88557	0.09066	0.2958	0.85293	0.88589	0.86853	0.85545	0.87781	0.89161	0.86946	0.88721	0.87211	0.88304	0.87048	0.8839	0.12482	0.86468	0.11758	0.8856	0.85895	0.87454	0.88279	0.87249	0.87147	0.86683	0.88881	0.10319	0.85638
cg01019600	0.23098	0.60151	0.57127	0.55231	0.08852	0.57966	0.52421	0.58154	0.23919	0.50367	0.69352	0.5821	0.1892	0.31444	0.25535	0.44906	0.59168	0.08105	0.55342	0.56023	0.41009	0.21894	0.49893	0.11524	0.09841	0.46112	0.08018	0.1001	0.11663	0.55731	0.56802	0.56428	0.30917	0.11241	0.17673	0.38141	0.37389	0.09302	0.60636	0.12828	0.19267	0.4312	0.12994	0.154	0.17448	0.5452	0.08722	0.11766	0.08148	0.26361	0.17049	0.38129	0.107	0.19961	0.31309	0.17254	0.10873	0.16357	0.54342	0.57862	0.10799	0.13175	0.48702	0.30304	0.08127	0.0831	0.53464	0.36	0.09427	0.17839	0.50557	0.58041	0.10058	0.39565	0.26153	0.09982	0.26485	0.59848	0.13604	0.53827	0.11612	0.55997	0.56581	0.44108	0.12665	0.19175	0.26073	0.57884	0.69168	0.5389	0.10093	0.13545	0.57502	0.09248	0.50246	0.09489	0.12484	0.50656	0.08405	0.28879	0.26516	0.44459	0.40723	0.10105
cg12384989	0.38157	0.66282	0.65591	0.53189	0.59321	0.71917	0.65214	0.61486	0.65475	0.58154	0.24479	0.69553	0.52663	0.6446	0.33172	0.52887	0.30327	0.50775	0.74593	0.70817	0.1943	0.65452	0.4722	0.64537	0.54064	0.51404	0.59253	0.54259	0.24513	0.64991	0.14909	0.58349	0.55874	0.57262	0.70288	0.13982	0.1098	0.64855	0.69481	0.25863	0.18486	0.47889	0.49488	0.67936	0.14337	0.61319	0.7213	0.17848	0.13992	0.43879	0.53405	0.22664	0.69691	0.61747	0.54723	0.69876	0.25884	0.20606	0.65184	0.59627	0.48944	0.46948	0.54455	0.65977	0.62659	0.15817	0.69348	0.29237	0.68725	0.19333	0.62196	0.65787	0.49251	0.42826	0.44565	0.46157	0.29775	0.63171	0.58091	0.54277	0.29605	0.64232	0.12542	0.19441	0.32196	0.23741	0.69435	0.64104	0.74688	0.37571	0.16721	0.64286	0.66452	0.33976	0.2334	0.37879	0.69316	0.70592	0.18445	0.28014	0.38178	0.64586	0.2644	0.14565
cg11458555	0.41551	0.71946	0.60951	0.49048	0.59902	0.71769	0.64525	0.61339	0.63645	0.54928	0.23802	0.68692	0.51891	0.68588	0.31564	0.47739	0.29569	0.55248	0.73879	0.70273	0.16921	0.62986	0.44408	0.65302	0.49451	0.44437	0.56684	0.5355	0.24755	0.66239	0.14523	0.60385	0.53575	0.558	0.68612	0.1519	0.11466	0.63044	0.6858	0.21406	0.17865	0.52421	0.50214	0.67182	0.17645	0.5966	0.72753	0.17869	0.14571	0.47197	0.52464	0.27416	0.74025	0.60499	0.56414	0.70634	0.25234	0.23333	0.63861	0.62515	0.52882	0.36041	0.54648	0.62236	0.60475	0.16713	0.66467	0.2784	0.68108	0.1739	0.63289	0.66478	0.52134	0.43376	0.4627	0.45614	0.30406	0.61307	0.57862	0.54122	0.28382	0.60466	0.13902	0.16094	0.33197	0.23636	0.66793	0.66872	0.7693	0.4055	0.1607	0.6643	0.6766	0.28938	0.2252	0.39329	0.6875	0.70716	0.17246	0.41584	0.37803	0.61291	0.27096	0.16906
cg23424962	0.34968	0.26044	0.58131	0.40744	0.55045	0.55079	0.45287	0.56956	0.31157	0.51432	0.08571	0.60352	0.51361	0.31543	0.34336	0.49636	0.12184	0.27438	0.38149	0.49955	0.26585	0.58408	0.43676	0.59835	0.23292	0.10404	0.56831	0.20947	0.08408	0.53702	0.07912	0.13915	0.46034	0.5407	0.63543	0.07153	0.08641	0.35242	0.60746	0.13573	0.08795	0.19256	0.44442	0.39971	0.07911	0.18212	0.30951	0.10373	0.08188	0.18216	0.11841	0.08879	0.62507	0.20335	0.51992	0.47125	0.10332	0.08306	0.57734	0.55723	0.49244	0.08709	0.48662	0.2817	0.42361	0.08274	0.52846	0.11765	0.66598	0.15217	0.28735	0.57186	0.42262	0.43138	0.41095	0.44054	0.13355	0.5937	0.09606	0.54869	0.0887	0.52201	0.07577	0.08574	0.12903	0.09418	0.46137	0.60121	0.66529	0.26064	0.08058	0.56476	0.60279	0.24791	0.07466	0.10536	0.54548	0.64127	0.09133	0.13381	0.36279	0.57663	0.08992	0.07146
cg24923226	0.0897	0.14681	0.56728	0.38825	0.30437	0.59556	0.25656	0.5942	0.33488	0.50964	0.69593	0.58996	0.48562	0.12821	0.40133	0.45589	0.58554	0.07683	0.65263	0.08598	0.55002	0.54839	0.17152	0.2922	0.43042	0.08574	0.08165	0.56198	0.38598	0.07023	0.44857	0.4539	0.40596	0.51648	0.48381	0.16964	0.34417	0.56248	0.08617	0.10402	0.0743	0.0779	0.25056	0.24863	0.37187	0.08093	0.07554	0.48958	0.10886	0.15854	0.08326	0.27992	0.09384	0.2458	0.49993	0.09579	0.31121	0.08871	0.58318	0.189	0.5228	0.08384	0.51376	0.09658	0.25005	0.09627	0.55182	0.38076	0.07585	0.3006	0.21611	0.57667	0.07493	0.07724	0.34702	0.40462	0.30945	0.58556	0.09706	0.45082	0.15633	0.50138	0.31015	0.44518	0.22694	0.14284	0.54209	0.07858	0.68009	0.48426	0.09027	0.55531	0.60748	0.10422	0.49123	0.08658	0.49861	0.57457	0.5104	0.54695	0.24634	0.27707	0.25097	0.08716
cg26777760	0.19663	0.46391	0.59465	0.26382	0.10442	0.39098	0.66063	0.59906	0.12641	0.54449	0.77387	0.0828	0.32538	0.68257	0.45282	0.11036	0.242	0.09972	0.74202	0.34862	0.58479	0.47414	0.5106	0.51423	0.59512	0.16807	0.09148	0.21759	0.48935	0.23845	0.6918	0.61185	0.10985	0.11446	0.10245	0.57003	0.57561	0.09373	0.68108	0.20524	0.59487	0.60088	0.58589	0.21017	0.48239	0.65546	0.09568	0.225	0.09273	0.67829	0.40343	0.17033	0.55297	0.34658	0.11198	0.13537	0.10084	0.45637	0.59921	0.09396	0.56856	0.4094	0.55458	0.5508	0.10689	0.08669	0.41595	0.16803	0.71284	0.62311	0.67303	0.11028	0.44769	0.19513	0.52081	0.12458	0.12577	0.09062	0.23389	0.31229	0.32366	0.11399	0.63403	0.6692	0.28366	0.40149	0.46801	0.59817	0.3341	0.59441	0.11374	0.66287	0.65739	0.19139	0.42232	0.49791	0.64209	0.52041	0.12555	0.52872	0.10776	0.42579	0.57818	0.30108
cg20086286	0.43872	0.21257	0.709	0.23229	0.70324	0.75349	0.31504	0.44494	0.21599	0.64801	0.32311	0.42605	0.27834	0.74171	0.45945	0.61926	0.25027	0.63775	0.79847	0.72763	0.29974	0.69861	0.59801	0.73994	0.62665	0.80181	0.2749	0.65503	0.20564	0.67908	0.20658	0.34164	0.6481	0.26695	0.21541	0.69695	0.76175	0.17814	0.73448	0.4335	0.25163	0.21559	0.66167	0.23346	0.21199	0.3127	0.19325	0.66335	0.73095	0.7559	0.1998	0.61407	0.77217	0.44795	0.35603	0.21512	0.28443	0.69979	0.66766	0.73222	0.57419	0.44334	0.61759	0.68393	0.7152	0.80377	0.69533	0.53764	0.26299	0.72876	0.74165	0.70245	0.58116	0.34195	0.54426	0.36572	0.29496	0.69146	0.33579	0.64951	0.57393	0.71086	0.48492	0.2348	0.31076	0.62381	0.733	0.23139	0.81145	0.66138	0.45485	0.22795	0.7324	0.45134	0.73391	0.58919	0.74688	0.49786	0.67926	0.27621	0.49788	0.34722	0.74541	0.72429
cg11674735	0.21956	0.16529	0.642	0.1372	0.59928	0.71076	0.17817	0.37652	0.15988	0.54589	0.18895	0.31842	0.18096	0.69136	0.35043	0.50318	0.19139	0.5252	0.72295	0.70655	0.17695	0.65129	0.52536	0.65192	0.54169	0.73792	0.15357	0.57937	0.13422	0.58702	0.10727	0.26317	0.59509	0.19147	0.14735	0.57122	0.69559	0.12573	0.68077	0.32525	0.18974	0.1431	0.5689	0.13212	0.15067	0.23827	0.13237	0.54688	0.70848	0.71008	0.13889	0.58396	0.72331	0.37684	0.29058	0.14753	0.18553	0.63202	0.64083	0.64035	0.48674	0.38908	0.54432	0.64585	0.64646	0.69837	0.65399	0.49214	0.14275	0.63635	0.68941	0.628	0.51285	0.20182	0.4853	0.26722	0.20467	0.61295	0.29741	0.60043	0.53788	0.62532	0.30347	0.14765	0.21995	0.52854	0.6805	0.15533	0.74684	0.63331	0.40907	0.15818	0.68238	0.39213	0.69984	0.48595	0.66153	0.42017	0.57636	0.17499	0.42932	0.2643	0.56127	0.58941
cg24401557	0.10747	0.06744	0.63693	0.4666	0.60229	0.67351	0.18163	0.64662	0.31074	0.53946	0.07404	0.69709	0.5554	0.06723	0.10942	0.54165	0.61952	0.08106	0.07395	0.69589	0.59773	0.65169	0.46022	0.11352	0.57429	0.06699	0.6079	0.61306	0.08297	0.60348	0.0769	0.26704	0.38897	0.54127	0.30799	0.17261	0.06842	0.1663	0.09522	0.31977	0.1108	0.08463	0.5264	0.29674	0.06988	0.08161	0.0776	0.20139	0.62165	0.43924	0.15014	0.08401	0.07404	0.13651	0.53842	0.70131	0.58545	0.07183	0.61515	0.61955	0.57756	0.08807	0.54906	0.62744	0.44106	0.69	0.57747	0.47683	0.13209	0.18969	0.52052	0.51725	0.10187	0.13977	0.30927	0.51783	0.15999	0.64702	0.20884	0.59846	0.08134	0.06474	0.08193	0.40915	0.28699	0.12404	0.07475	0.64006	0.70286	0.55875	0.08598	0.1138	0.08404	0.32128	0.13022	0.08147	0.07427	0.06602	0.53511	0.62144	0.45212	0.1605	0.08064	0.06193
cg17386265	0.12373	0.12801	0.67651	0.43002	0.64926	0.69928	0.18707	0.68611	0.2346	0.56407	0.1228	0.70942	0.59633	0.09394	0.1242	0.5599	0.71195	0.09588	0.10821	0.72622	0.67726	0.68407	0.50431	0.1316	0.62571	0.11022	0.58782	0.63946	0.12205	0.6475	0.11461	0.26617	0.4581	0.64496	0.28374	0.14936	0.10175	0.15858	0.11827	0.32399	0.1346	0.11457	0.55148	0.29078	0.12191	0.14255	0.11362	0.15711	0.67663	0.424	0.13566	0.12564	0.10528	0.13885	0.55886	0.71414	0.57582	0.1072	0.67921	0.68533	0.58485	0.10565	0.58044	0.66617	0.37672	0.76148	0.57923	0.51643	0.16231	0.17879	0.48173	0.44183	0.10529	0.11708	0.24693	0.55025	0.19431	0.67588	0.24727	0.63379	0.11947	0.10098	0.10911	0.36218	0.2379	0.11865	0.11418	0.68529	0.75255	0.61217	0.1234	0.11153	0.10728	0.32595	0.13164	0.11318	0.1185	0.09799	0.57116	0.64012	0.46508	0.14037	0.11062	0.12181
